desc,sql,tag,dialect
List inactive users (no activity 90 days),SELECT * FROM users WHERE last_active < CURRENT_DATE - 90,Support,BigQuery
Count total orders by amount,"SELECT amount, count(*) FROM orders GROUP BY amount ORDER BY 2 DESC",Finance,BigQuery
List inactive users (no activity 90 days),SELECT * FROM users WHERE last_active < CURRENT_DATE - 90,Sales,Postgres
Monthly trend of id for orders,"SELECT DATE_TRUNC('month', created_at) as month, sum(id) FROM orders GROUP BY 1 ORDER BY 1",Marketing,Snowflake
Count total events by event_type,"SELECT event_type, count(*) FROM events GROUP BY event_type ORDER BY 2 DESC",Marketing,BigQuery
List inactive products (no activity 90 days),SELECT * FROM products WHERE last_active < CURRENT_DATE - 90,Sales,BigQuery
Monthly trend of amount for orders,"SELECT DATE_TRUNC('month', created_at) as month, sum(amount) FROM orders GROUP BY 1 ORDER BY 1",Product,Snowflake
Monthly trend of id for users,"SELECT DATE_TRUNC('month', created_at) as month, sum(id) FROM users GROUP BY 1 ORDER BY 1",Marketing,Postgres
List inactive users (no activity 90 days),SELECT * FROM users WHERE last_active < CURRENT_DATE - 90,Support,BigQuery
Count total events by timestamp,"SELECT timestamp, count(*) FROM events GROUP BY timestamp ORDER BY 2 DESC",Product,Postgres
Monthly trend of price for products,"SELECT DATE_TRUNC('month', created_at) as month, sum(price) FROM products GROUP BY 1 ORDER BY 1",Engineering,BigQuery
Count total products by stock_level,"SELECT stock_level, count(*) FROM products GROUP BY stock_level ORDER BY 2 DESC",Finance,BigQuery
Calculate average id in users,SELECT avg(id) FROM users WHERE created_at >= NOW() - INTERVAL '30 days',Marketing,BigQuery
List inactive events (no activity 90 days),SELECT * FROM events WHERE last_active < CURRENT_DATE - 90,Finance,BigQuery
Calculate average id in users,SELECT avg(id) FROM users WHERE created_at >= NOW() - INTERVAL '30 days',Finance,Postgres
Find logs with level greater than 751,SELECT * FROM logs WHERE level > 475 LIMIT 100,Support,Snowflake
Find subscriptions with plan_type greater than 226,SELECT * FROM subscriptions WHERE plan_type > 199 LIMIT 100,Finance,BigQuery
Find subscriptions with id greater than 557,SELECT * FROM subscriptions WHERE id > 28 LIMIT 100,Finance,Snowflake
Calculate average id in users,SELECT avg(id) FROM users WHERE created_at >= NOW() - INTERVAL '30 days',Support,BigQuery
Monthly trend of mrr for subscriptions,"SELECT DATE_TRUNC('month', created_at) as month, sum(mrr) FROM subscriptions GROUP BY 1 ORDER BY 1",Support,BigQuery
Find logs with id greater than 148,SELECT * FROM logs WHERE id > 24 LIMIT 100,Engineering,Postgres
Count total users by email,"SELECT email, count(*) FROM users GROUP BY email ORDER BY 2 DESC",Engineering,BigQuery
Monthly trend of id for orders,"SELECT DATE_TRUNC('month', created_at) as month, sum(id) FROM orders GROUP BY 1 ORDER BY 1",Marketing,Postgres
Monthly trend of id for logs,"SELECT DATE_TRUNC('month', created_at) as month, sum(id) FROM logs GROUP BY 1 ORDER BY 1",Support,BigQuery
Monthly trend of id for logs,"SELECT DATE_TRUNC('month', created_at) as month, sum(id) FROM logs GROUP BY 1 ORDER BY 1",Engineering,Snowflake
Monthly trend of id for subscriptions,"SELECT DATE_TRUNC('month', created_at) as month, sum(id) FROM subscriptions GROUP BY 1 ORDER BY 1",Support,Snowflake
Monthly trend of id for logs,"SELECT DATE_TRUNC('month', created_at) as month, sum(id) FROM logs GROUP BY 1 ORDER BY 1",Marketing,Snowflake
List inactive subscriptions (no activity 90 days),SELECT * FROM subscriptions WHERE last_active < CURRENT_DATE - 90,Finance,BigQuery
Monthly trend of id for users,"SELECT DATE_TRUNC('month', created_at) as month, sum(id) FROM users GROUP BY 1 ORDER BY 1",Support,Snowflake
Calculate average id in logs,SELECT avg(id) FROM logs WHERE created_at >= NOW() - INTERVAL '30 days',Marketing,Postgres
Find orders with user_id greater than 362,SELECT * FROM orders WHERE user_id > 458 LIMIT 100,Engineering,BigQuery
List inactive orders (no activity 90 days),SELECT * FROM orders WHERE last_active < CURRENT_DATE - 90,Support,BigQuery
Count total logs by message,"SELECT message, count(*) FROM logs GROUP BY message ORDER BY 2 DESC",Support,BigQuery
Find events with url greater than 646,SELECT * FROM events WHERE url > 222 LIMIT 100,Sales,BigQuery
Calculate average url in events,SELECT avg(url) FROM events WHERE created_at >= NOW() - INTERVAL '30 days',Engineering,BigQuery
Calculate average id in logs,SELECT avg(id) FROM logs WHERE created_at >= NOW() - INTERVAL '30 days',Product,Postgres
Find users with signup_date greater than 703,SELECT * FROM users WHERE signup_date > 172 LIMIT 100,Engineering,BigQuery
Calculate average id in users,SELECT avg(id) FROM users WHERE created_at >= NOW() - INTERVAL '30 days',Finance,BigQuery
Monthly trend of amount for orders,"SELECT DATE_TRUNC('month', created_at) as month, sum(amount) FROM orders GROUP BY 1 ORDER BY 1",Product,Snowflake
List inactive orders (no activity 90 days),SELECT * FROM orders WHERE last_active < CURRENT_DATE - 90,Marketing,Snowflake
Calculate average id in users,SELECT avg(id) FROM users WHERE created_at >= NOW() - INTERVAL '30 days',Finance,BigQuery
Count total users by email,"SELECT email, count(*) FROM users GROUP BY email ORDER BY 2 DESC",Engineering,BigQuery
Monthly trend of stock_level for products,"SELECT DATE_TRUNC('month', created_at) as month, sum(stock_level) FROM products GROUP BY 1 ORDER BY 1",Engineering,BigQuery
Find products with name greater than 878,SELECT * FROM products WHERE name > 216 LIMIT 100,Marketing,Snowflake
Count total users by signup_date,"SELECT signup_date, count(*) FROM users GROUP BY signup_date ORDER BY 2 DESC",Engineering,Postgres
Find products with stock_level greater than 654,SELECT * FROM products WHERE stock_level > 690 LIMIT 100,Engineering,Postgres
Monthly trend of mrr for subscriptions,"SELECT DATE_TRUNC('month', created_at) as month, sum(mrr) FROM subscriptions GROUP BY 1 ORDER BY 1",Marketing,Snowflake
Find subscriptions with id greater than 159,SELECT * FROM subscriptions WHERE id > 798 LIMIT 100,Finance,BigQuery
Calculate average mrr in subscriptions,SELECT avg(mrr) FROM subscriptions WHERE created_at >= NOW() - INTERVAL '30 days',Engineering,Snowflake
Monthly trend of id for users,"SELECT DATE_TRUNC('month', created_at) as month, sum(id) FROM users GROUP BY 1 ORDER BY 1",Support,BigQuery
Monthly trend of price for products,"SELECT DATE_TRUNC('month', created_at) as month, sum(price) FROM products GROUP BY 1 ORDER BY 1",Sales,Snowflake
Find users with status greater than 952,SELECT * FROM users WHERE status > 160 LIMIT 100,Support,Snowflake
Count total logs by service_name,"SELECT service_name, count(*) FROM logs GROUP BY service_name ORDER BY 2 DESC",Support,Snowflake
Find events with url greater than 912,SELECT * FROM events WHERE url > 318 LIMIT 100,Finance,Postgres
Find subscriptions with start_date greater than 542,SELECT * FROM subscriptions WHERE start_date > 563 LIMIT 100,Sales,Postgres
List inactive users (no activity 90 days),SELECT * FROM users WHERE last_active < CURRENT_DATE - 90,Support,Postgres
Calculate average id in users,SELECT avg(id) FROM users WHERE created_at >= NOW() - INTERVAL '30 days',Sales,BigQuery
List inactive logs (no activity 90 days),SELECT * FROM logs WHERE last_active < CURRENT_DATE - 90,Sales,BigQuery
Find subscriptions with id greater than 784,SELECT * FROM subscriptions WHERE id > 676 LIMIT 100,Finance,Snowflake
List inactive products (no activity 90 days),SELECT * FROM products WHERE last_active < CURRENT_DATE - 90,Support,BigQuery
List inactive subscriptions (no activity 90 days),SELECT * FROM subscriptions WHERE last_active < CURRENT_DATE - 90,Sales,BigQuery
List inactive events (no activity 90 days),SELECT * FROM events WHERE last_active < CURRENT_DATE - 90,Engineering,Postgres
List inactive products (no activity 90 days),SELECT * FROM products WHERE last_active < CURRENT_DATE - 90,Sales,Snowflake
Count total users by country,"SELECT country, count(*) FROM users GROUP BY country ORDER BY 2 DESC",Finance,Snowflake
Monthly trend of id for orders,"SELECT DATE_TRUNC('month', created_at) as month, sum(id) FROM orders GROUP BY 1 ORDER BY 1",Product,Snowflake
List inactive subscriptions (no activity 90 days),SELECT * FROM subscriptions WHERE last_active < CURRENT_DATE - 90,Product,Snowflake
Monthly trend of url for events,"SELECT DATE_TRUNC('month', created_at) as month, sum(url) FROM events GROUP BY 1 ORDER BY 1",Engineering,Postgres
Count total subscriptions by start_date,"SELECT start_date, count(*) FROM subscriptions GROUP BY start_date ORDER BY 2 DESC",Product,BigQuery
Count total users by country,"SELECT country, count(*) FROM users GROUP BY country ORDER BY 2 DESC",Engineering,BigQuery
Calculate average id in products,SELECT avg(id) FROM products WHERE created_at >= NOW() - INTERVAL '30 days',Product,Snowflake
List inactive users (no activity 90 days),SELECT * FROM users WHERE last_active < CURRENT_DATE - 90,Sales,Snowflake
Monthly trend of id for products,"SELECT DATE_TRUNC('month', created_at) as month, sum(id) FROM products GROUP BY 1 ORDER BY 1",Marketing,Postgres
Find products with name greater than 848,SELECT * FROM products WHERE name > 767 LIMIT 100,Marketing,Postgres
List inactive users (no activity 90 days),SELECT * FROM users WHERE last_active < CURRENT_DATE - 90,Marketing,Snowflake
Find subscriptions with mrr greater than 931,SELECT * FROM subscriptions WHERE mrr > 355 LIMIT 100,Marketing,Snowflake
List inactive events (no activity 90 days),SELECT * FROM events WHERE last_active < CURRENT_DATE - 90,Marketing,Snowflake
Monthly trend of session_id for events,"SELECT DATE_TRUNC('month', created_at) as month, sum(session_id) FROM events GROUP BY 1 ORDER BY 1",Product,BigQuery
Monthly trend of mrr for subscriptions,"SELECT DATE_TRUNC('month', created_at) as month, sum(mrr) FROM subscriptions GROUP BY 1 ORDER BY 1",Finance,BigQuery
Find logs with id greater than 734,SELECT * FROM logs WHERE id > 35 LIMIT 100,Product,BigQuery
Find events with timestamp greater than 669,SELECT * FROM events WHERE timestamp > 582 LIMIT 100,Finance,Postgres
List inactive subscriptions (no activity 90 days),SELECT * FROM subscriptions WHERE last_active < CURRENT_DATE - 90,Product,Postgres
List inactive logs (no activity 90 days),SELECT * FROM logs WHERE last_active < CURRENT_DATE - 90,Product,Postgres
Find users with email greater than 859,SELECT * FROM users WHERE email > 732 LIMIT 100,Product,Snowflake
List inactive users (no activity 90 days),SELECT * FROM users WHERE last_active < CURRENT_DATE - 90,Finance,Snowflake
Find users with country greater than 434,SELECT * FROM users WHERE country > 34 LIMIT 100,Product,Snowflake
Find logs with id greater than 111,SELECT * FROM logs WHERE id > 564 LIMIT 100,Engineering,Snowflake
Count total orders by id,"SELECT id, count(*) FROM orders GROUP BY id ORDER BY 2 DESC",Marketing,BigQuery
Calculate average id in orders,SELECT avg(id) FROM orders WHERE created_at >= NOW() - INTERVAL '30 days',Finance,Snowflake
Calculate average id in logs,SELECT avg(id) FROM logs WHERE created_at >= NOW() - INTERVAL '30 days',Sales,Snowflake
Calculate average id in users,SELECT avg(id) FROM users WHERE created_at >= NOW() - INTERVAL '30 days',Product,Snowflake
Find users with id greater than 485,SELECT * FROM users WHERE id > 576 LIMIT 100,Marketing,Postgres
Calculate average id in logs,SELECT avg(id) FROM logs WHERE created_at >= NOW() - INTERVAL '30 days',Product,BigQuery
Count total users by email,"SELECT email, count(*) FROM users GROUP BY email ORDER BY 2 DESC",Marketing,Snowflake
List inactive users (no activity 90 days),SELECT * FROM users WHERE last_active < CURRENT_DATE - 90,Engineering,Postgres
Monthly trend of id for subscriptions,"SELECT DATE_TRUNC('month', created_at) as month, sum(id) FROM subscriptions GROUP BY 1 ORDER BY 1",Marketing,BigQuery
Count total products by id,"SELECT id, count(*) FROM products GROUP BY id ORDER BY 2 DESC",Marketing,Snowflake
Find subscriptions with start_date greater than 872,SELECT * FROM subscriptions WHERE start_date > 657 LIMIT 100,Engineering,BigQuery
Find subscriptions with id greater than 766,SELECT * FROM subscriptions WHERE id > 556 LIMIT 100,Product,Postgres
Calculate average id in products,SELECT avg(id) FROM products WHERE created_at >= NOW() - INTERVAL '30 days',Sales,Snowflake
List inactive orders (no activity 90 days),SELECT * FROM orders WHERE last_active < CURRENT_DATE - 90,Sales,BigQuery
Monthly trend of stock_level for products,"SELECT DATE_TRUNC('month', created_at) as month, sum(stock_level) FROM products GROUP BY 1 ORDER BY 1",Engineering,Snowflake
Find subscriptions with id greater than 671,SELECT * FROM subscriptions WHERE id > 954 LIMIT 100,Finance,BigQuery
Calculate average id in logs,SELECT avg(id) FROM logs WHERE created_at >= NOW() - INTERVAL '30 days',Support,BigQuery
Monthly trend of id for logs,"SELECT DATE_TRUNC('month', created_at) as month, sum(id) FROM logs GROUP BY 1 ORDER BY 1",Support,Snowflake
Calculate average event_type in events,SELECT avg(event_type) FROM events WHERE created_at >= NOW() - INTERVAL '30 days',Sales,Snowflake
Calculate average amount in orders,SELECT avg(amount) FROM orders WHERE created_at >= NOW() - INTERVAL '30 days',Marketing,Postgres
Calculate average id in orders,SELECT avg(id) FROM orders WHERE created_at >= NOW() - INTERVAL '30 days',Product,BigQuery
Count total products by stock_level,"SELECT stock_level, count(*) FROM products GROUP BY stock_level ORDER BY 2 DESC",Finance,Snowflake
List inactive logs (no activity 90 days),SELECT * FROM logs WHERE last_active < CURRENT_DATE - 90,Support,Snowflake
Find users with status greater than 515,SELECT * FROM users WHERE status > 184 LIMIT 100,Product,Postgres
List inactive events (no activity 90 days),SELECT * FROM events WHERE last_active < CURRENT_DATE - 90,Product,Postgres
Calculate average session_id in events,SELECT avg(session_id) FROM events WHERE created_at >= NOW() - INTERVAL '30 days',Engineering,BigQuery
Find events with session_id greater than 719,SELECT * FROM events WHERE session_id > 704 LIMIT 100,Product,BigQuery
List inactive products (no activity 90 days),SELECT * FROM products WHERE last_active < CURRENT_DATE - 90,Support,BigQuery
Calculate average event_type in events,SELECT avg(event_type) FROM events WHERE created_at >= NOW() - INTERVAL '30 days',Sales,Postgres
List inactive events (no activity 90 days),SELECT * FROM events WHERE last_active < CURRENT_DATE - 90,Finance,BigQuery
Calculate average amount in orders,SELECT avg(amount) FROM orders WHERE created_at >= NOW() - INTERVAL '30 days',Marketing,Postgres
Calculate average stock_level in products,SELECT avg(stock_level) FROM products WHERE created_at >= NOW() - INTERVAL '30 days',Marketing,Postgres
Count total orders by amount,"SELECT amount, count(*) FROM orders GROUP BY amount ORDER BY 2 DESC",Support,BigQuery
Calculate average id in users,SELECT avg(id) FROM users WHERE created_at >= NOW() - INTERVAL '30 days',Support,Snowflake
Count total products by stock_level,"SELECT stock_level, count(*) FROM products GROUP BY stock_level ORDER BY 2 DESC",Sales,Postgres
List inactive products (no activity 90 days),SELECT * FROM products WHERE last_active < CURRENT_DATE - 90,Product,Snowflake
Monthly trend of id for users,"SELECT DATE_TRUNC('month', created_at) as month, sum(id) FROM users GROUP BY 1 ORDER BY 1",Finance,Snowflake
Calculate average price in products,SELECT avg(price) FROM products WHERE created_at >= NOW() - INTERVAL '30 days',Product,BigQuery
Calculate average id in logs,SELECT avg(id) FROM logs WHERE created_at >= NOW() - INTERVAL '30 days',Marketing,Snowflake
